"","Scientific_Name","Common_Name","Taxon","Subtaxon","Lead_Region","State","Q_n","Question","Explanation","Source","Factor","Sensitive"
"3051","Plethobasus cyphyus","Mussel, sheepnose","Invertebrate","Mollusk","FWS Region 3: Midwest","AL, IL, IN IA, KY, MN, MS, MO, OH, PA, VA, WV, WI",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"3052","Plethobasus cyphyus","Mussel, sheepnose","Invertebrate","Mollusk","FWS Region 3: Midwest","AL, IL, IN IA, KY, MN, MS, MO, OH, PA, VA, WV, WI",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","Several potential Glochidial hosts, none susceptible to Viral Hemorrhagic Septicemia","listing decision (http://www.gpo.gov/fdsys/pkg/FR-2012-03-13/pdf/2012-5603.pdf)","Obligate relationships","No"
"3054","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","""The aboveground microhabitat (under or inside cover objects) temperature for some Jemez Mountains salamanders ranged from 43 to 63 degrees Fahrenheit (°F) (6.0 to 17.0 degrees Celsius (°C)), with an average of 54.9 °F (12.7 °C) (Williams 1972, p. 18). Significantly more salamanders were observed under logs where temperatures were closest to the average temperature (Williams 1972, p. 19).""","listing decision (http://www.gpo.gov/fdsys/pkg/FR-2013-09-10/pdf/2013-21583.pdf)","Temperature","Yes"
"3055","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","""The salamander must obtain its water from its habitat. In addition, it has no physiological mechanism to stop dehydration or water loss to the environment. Based on this information, it is likely that substrate moisture through its effect on absorption and loss of water is the most important factor in the ecology of this species.""","listing decision (http://www.gpo.gov/fdsys/pkg/FR-2013-09-10/pdf/2013-21583.pdf)","Hydrology","Yes"
"3056","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","Highly sensitive to uncharacteristically large wildfire. ","listing decision (http://www.gpo.gov/fdsys/pkg/FR-2013-09-10/pdf/2013-21583.pdf)","Disturbance","Yes"
"3057","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","""Specialized geological requirements and limited dispersal distance. The salamander’s subterranean habitat appears to be deep, fractured, subterranean, igneous rock in areas with high soil moisture.""","listing decision (http://www.gpo.gov/fdsys/pkg/FR-2013-09-10/pdf/2013-21583.pdf)","Isolation","Yes"
"3058","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",5,"Is the species or its habitat threatened by the spread of invasive or “out of balance” species (e.g. weed, forest pest, novel disease)?","","","Injurious species","No"
"3059","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","Highly sensitive to soil pH: ""Sites with salamanders had a soil pH of 6.6 (± 0.08) and sites without salamanders had a soil pH of 6.2 (± 0.06).""","listing decision (http://www.gpo.gov/fdsys/pkg/FR-2013-09-10/pdf/2013-21583.pdf)","Chemistry","Yes"
"3060","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"3061","Plethodon neomexicanus"," Salamander, Jemez Mountains","Vertebrate","Amphibian","FWS Region 2: Southwest","NM",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","","","Obligate relationships","No"
"3063","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","","","Temperature","No"
"3064","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","Species is sensitive to succession of its talus habitat, ""through weathering and soil formation, to moister habitat, more suitable for occupation by red-backs (Jaeger 1970). ""","recovery plan (http://ecos.fws.gov/docs/recovery_plan/940929a.pdf)","Hydrology","Yes"
"3065","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","","","Disturbance","No"
"3066","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","""Three isolated populations on Hawksbill Mountain, The Pinnacles, and Stony Man Mountain in VA.""","Natureserve","Isolation","Yes"
"3067","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",5,"Is the species or its habitat threatened by the spread of invasive or “out of balance” species (e.g. weed, forest pest, novel disease)?","""Tree defoliation caused by introduced insect pests such as gypsy moths and woolly adelgids, may be an important threat.""","Natureserve","Injurious species","Yes"
"3068","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","","","Chemistry","No"
"3069","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"3070","Plethodon shenandoah","Salamander, Shenandoah","Vertebrate","Amphibian","FWS Region 5: Northeast","VA",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","","","Obligate relationships","No"
"3072","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","Nothing specific mentioned about temperature requirements.","FWS five-year review (http://ecos.fws.gov/docs/five_year_review/doc2580.pdf)","Temperature","No"
"3073","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","Found in a variety of river and stream conditions and water velocities","FWS five-year review (http://ecos.fws.gov/docs/five_year_review/doc2580.pdf)","Hydrology","No"
"3074","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","Highly sensitive to sedimentation; species is sensitive to flooding that may temporarily degrade habitat -- may not be able to recover from this and other large scale disturbances","FWS five-year review (http://ecos.fws.gov/docs/five_year_review/doc2580.pdf)","Disturbance","Yes"
"3075","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","This species has been extirpated from most of its range in this century, but original range extended from Pennsylvania to Alabama.","ECOS profile; FWS five-year review (http://ecos.fws.gov/docs/five_year_review/doc2580.pdf)","Isolation","No"
"3076","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",5,"Is the species or its habitat threatened by the spread of invasive or “out of balance” species (e.g. weed, forest pest, novel disease)?","Zebra mussel","NatureServe","Injurious species","Yes"
"3077","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","Highly sensitive to contaminants and low oxygen levels.","FWS five-year review (http://ecos.fws.gov/docs/five_year_review/doc2580.pdf)","Chemistry","Yes"
"3078","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"3079","Pleurobema clava","Clubshell","Invertebrate","Mollusk","FWS Region 5: Northeast","IL, IN, KY, MI, NY, OH, PA, TN, WV",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","Species has at least four different glochidial host species.","FWS five-year review (http://ecos.fws.gov/docs/five_year_review/doc2580.pdf)","Obligate relationships","No"
"3081","Pleurobema collina","Spinymussel, James ","Invertebrate","Mollusk","FWS Region 5: Northeast","NC, VA, WV",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","","","Temperature","No"
